seg_id,oci,street,street_from,street_to,seg_length_ft,seg_width_ft,func_class,pvm_class,area_sq_ft,oci_desc,oci_wt
SS-022873,63.71,REDCREST PL,BEGIN,REDCREST DR,200,30,Residential,AC Improved,6000,Fair,382236
SS-022874,59.67,REDDING RD,REMINGTON RD,END,992.3635,36,Residential,AC Improved,35725.086,Fair,2131644.431
SS-022875,80.74,REDDING RD,MANHASSET DR,REMINGTON RD,978.2254,36,Residential,AC Improved,35216.1144,Good,2843489.941
SS-022876,49.33,REDFERN CR,BEGIN,SCRIPPS TL,629.4002,36,Residential,AC Improved,22658.4072,Fair,1117829.861
SS-022878,72.39,REDFORD PL,CAMERON CT,TONAWANDA DR,478.1762,24,Residential,AC Improved,11476.2288,Good,830810.1077
SS-022879,13.71,REDLAND DR,55TH ST,REDLAND PL,152.598,30,Residential,AC Improved,4577.94,Poor,62763.5574
SS-022880,18.74,REDLAND DR,REDLAND PL,55TH ST,696.5272,30,Residential,AC Improved,20895.816,Poor,391587.5918
SS-022881,50.93,REDLAND DR,56TH ST,END,562.9363,30,Residential,PCC Jointed Concrete,16888.089,Fair,860110.3728
SS-022882,61.18,REDLAND DR,55TH ST,END,569.0278,30,Residential,PCC Jointed Concrete,17070.834,Fair,1044325.341
SS-022883,20.52,REDLAND PL,BEGIN,REDLAND DR,271.8898,30,Residential,AC Improved,8156.694,Poor,167375.3609
SS-022888,78.47,REDONDO ST,WILDWOOD RD,NARRAGANSETT AV,614.2098,36,Residential,AC Improved,22111.5528,Good,1735093.548
SS-022889,100.00,REDONDO ST,SANTA CRUZ AV,WILDWOOD RD,236.449,36,Residential,AC Improved,8512.164,Good,851216.4
SS-022891,98.00,REDWOOD ST,60TH ST,END,130.0036,36,Residential,AC Improved,4680.1296,Good,458652.7008
SS-022892,75.39,REDWOOD ST,SUE ST,ALICE ST,336.3346,36,Collector,AC Improved,12108.0456,Good,912873.99
SS-022893,87.59,REDWOOD ST,ALICE ST,JUANITA ST,381.0212,36,Collector,AC Improved,13716.7632,Good,1201423.855
SS-022894,80.28,REDWOOD ST,JUANITA ST,LYNN ST,216.9999,36,Collector,AC Improved,7811.9964,Good,627147.071
SS-022895,80.72,REDWOOD ST,LYNN ST,60TH ST,1051.5181,36,Residential,AC Improved,37854.6516,Good,3055476.059
SS-022896,70.39,REDWOOD ST,HUBNER RD,EAST VIRGO RD,350.5952,36,Collector,AC Improved,12621.4272,Good,888447.5035
SS-022897,65.63,REDWOOD ST,55TH ST,HUBNER RD,252.6764,36,Collector,AC Improved,9096.3504,Fair,596975.2841
SS-022901,51.69,REDWOOD ST,45TH ST,CHAMOUNE AV,356.7464,40,Residential,AC Improved,14269.856,Fair,737608.8566
SS-022902,78.24,REDWOOD ST,CHOLLAS STATION RD,55TH ST,277.1083,36,Collector,AC Improved,9975.8988,Good,780554.2257
SS-022903,77.20,REDWOOD ST,02ND AV,03RD AV,279.0011,52,Residential,AC Improved,14508.0572,Good,1119963.984
SS-022904,69.12,REDWOOD ST,01ST AV,02ND AV,282.0019,52,Residential,AC Improved,14664.0988,Fair,1013582.509
SS-022905,23.29,REDWOOD ST,04TH AV,05TH AV,277.0019,40,Residential,AC Improved,11080.076,Poor,258054.97
SS-022906,53.50,REDWOOD ST,05TH AV,06TH AV,285.0071,40,Collector,AC Improved,11400.284,Fair,609915.194
SS-022907,84.79,REDWOOD ST,PERSHING DR,28TH ST,288,21,Collector,AC Improved,6048,Good,512822.016
SS-022908,74.07,REDWOOD ST,GRIM AV,31ST ST,328.0137,40,Collector,AC Improved,13120.548,Good,971786.5082
SS-022909,73.83,REDWOOD ST,WINLOW ST,CHOLLAS STATION RD,377.7216,36,Collector,AC Improved,13597.9776,Good,1003911.49
SS-022910,73.20,REDWOOD ST,COLLURA ST,52ND ST,192.0104,36,Collector,AC Improved,6912.3744,Good,505958.1566
SS-022911,80.14,REDWOOD ST,52ND ST,53RD ST,592.1023,36,Collector,AC Improved,21315.6828,Good,1708238.82
SS-022912,81.92,REDWOOD ST,53RD ST,EASY ST,248.0502,36,Collector,AC Improved,8929.8072,Good,731511.9462
SS-022913,73.05,REDWOOD ST,MC KINLEY ST,BOUNDARY ST,237.0192,40,Collector,AC Improved,9480.768,Good,692589.0639
SS-022914,80.58,REDWOOD ST,EASY ST,54TH (W FTG) RD,242,36,Collector,AC Improved,8712,Good,702030.384
SS-022915,62.00,REDWOOD ST,54TH (W FTG) RD,54TH ST,65.5018,36,Collector,AC Improved,2358.0648,Fair,146200.0176
SS-022916,71.12,REDWOOD ST,54TH ST,54TH (E FTG) RD,69.5164,36,Collector,AC Improved,2502.5904,Good,177984.2292
SS-022917,69.68,REDWOOD ST,PERSHING DR,28TH ST,324.5683,40,Collector,AC Improved,12982.732,Fair,904688.6967
SS-022918,67.13,REDWOOD ST,EAST VIRGO RD,SUE ST,613.0046,36,Collector,AC Improved,22068.1656,Fair,1481524.229
SS-022919,34.97,REDWOOD ST,VANCOUVER AV,END,295.0524,40,Residential,AC Improved,11802.096,Poor,412719.2971
SS-022920,50.78,REDWOOD ST,NILE ST,VANCOUVER AV,376.3686,40,Residential,AC Improved,15054.744,Fair,764479.9003
SS-022921,16.71,REDWOOD ST,38TH ST,39TH ST,381,40,Residential,AC Improved,15240,Poor,254660.4
SS-022922,26.30,REDWOOD ST,39TH ST,40TH ST,379.0474,40,Residential,PCC Jointed Concrete,15161.896,Poor,398757.8648
SS-022923,9.00,REDWOOD ST,40TH ST,CENTRAL AV,380,46,Collector,AC Improved,17480,Poor,157320
SS-022925,20.98,REDWOOD ST,41ST ST,END,164.579,40,Local,AC Unimproved,6583.16,Poor,138114.6968
SS-022927,76.76,REDWOOD ST,FAIRMOUNT AV,44TH ST,318.0782,40,Collector,AC Improved,12723.128,Good,976627.3053
SS-022928,13.42,REDWOOD ST,44TH ST,END,176.0113,15,Residential,AC Improved,2640.1695,Poor,35431.07469
SS-022932,5.50,REDWOOD ST,46TH ST,MENLO AV,328.0244,60,Residential,AC Improved,19681.464,Poor,108248.052
SS-022933,4.00,REDWOOD ST,CHAMOUNE AV,46TH ST,332.0659,60,Residential,AC Improved,19923.954,Poor,79695.816
SS-022935,59.90,REDWOOD ST,28TH ST,GRANADA AV,343.0058,37,Collector,AC Improved,12691.2146,Fair,760178.3721
SS-022936,86.77,REDWOOD ST,GRANADA AV,29TH ST,331,37,Collector,AC Improved,12247,Good,1062696.684
SS-022937,84.84,REDWOOD ST,29TH ST,DALE ST,326.0156,37,Collector,AC Improved,12062.5772,Good,1023437.3
SS-022938,85.58,REDWOOD ST,DALE ST,30TH ST,333.006,37,Collector,AC Improved,12321.222,Good,1054400.894
SS-022939,74.32,REDWOOD ST,30TH ST,GRIM AV,328.0154,40,Collector,AC Improved,13120.616,Good,975124.1811
SS-022940,76.45,REDWOOD ST,31ST ST,HERMAN AV,333.0149,40,Collector,AC Improved,13320.596,Good,1018386.205
SS-022941,83.64,REDWOOD ST,HERMAN AV,32ND ST,320.0063,40,Collector,AC Improved,12800.252,Good,1070561.876
SS-022942,56.20,REDWOOD ST,32ND ST,BANCROFT ST,297.0169,40,Collector,AC Improved,11880.676,Fair,667741.5139
SS-022943,71.41,REDWOOD ST,BANCROFT ST,33RD ST,302.0265,40,Collector,AC Improved,12081.06,Good,862684.3325
SS-022944,68.23,REDWOOD ST,33RD ST,FELTON ST,297.0267,40,Collector,AC Improved,11881.068,Fair,810692.7939
SS-022945,70.63,REDWOOD ST,FELTON ST,GREGORY ST,304.0166,40,Collector,AC Improved,12160.664,Good,858907.6983
SS-022946,79.60,REDWOOD ST,GREGORY ST,MC KINLEY ST,298.0269,40,Collector,AC Improved,11921.076,Good,948869.9653
SS-022947,82.64,REDWOOD ST,54TH (E FTG) RD,WINLOW ST,380.8663,36,Collector,AC Improved,13711.1868,Good,1133119.9
SS-022950,36.13,REED AV,NOYES ST,OLNEY ST,579.4177,40,Residential,PCC Jointed Concrete,23176.708,Poor,837374.46
SS-022951,45.40,REED AV,MORRELL ST,NOYES ST,579.418,40,Residential,PCC Jointed Concrete,23176.72,Fair,1052269.441
SS-022952,58.81,REED AV,LAMONT ST,MORRELL ST,579.6618,40,Residential,PCC Jointed Concrete,23186.472,Fair,1363689.164
SS-022953,66.71,REED AV,KENDALL ST,LAMONT ST,584.7548,40,Residential,PCC Jointed Concrete,23390.192,Fair,1560406.489
SS-022954,67.62,REED AV,JEWELL ST,KENDALL ST,575.2946,40,Residential,PCC Jointed Concrete,23011.784,Fair,1556010.811
SS-022955,52.36,REED AV,INGRAHAM ST,JEWELL ST,588.8838,40,Residential,AC Improved,23555.352,Fair,1233311.12
SS-022956,77.27,REED AV,HAINES ST,INGRAHAM ST,590.0931,40,Residential,AC Improved,23603.724,Good,1823765.339
SS-022957,82.05,REED AV,GRESHAM ST,HAINES ST,578.7756,40,Residential,AC Improved,23151.024,Good,1899495.217
SS-022958,71.32,REED AV,FANUEL ST,GRESHAM ST,582.3443,40,Residential,PCC Jointed Concrete,23293.772,Good,1661404.994
SS-022959,73.50,REED AV,EVERTS ST,FANUEL ST,576.5144,40,Residential,PCC Jointed Concrete,23060.576,Good,1694952.336
SS-022960,69.78,REED AV,DAWES ST,EVERTS ST,576.2779,40,Residential,PCC Jointed Concrete,23051.116,Fair,1608599.079
SS-022961,43.27,REED AV,CASS ST,DAWES ST,583.7849,40,Residential,AC Improved,23351.396,Fair,1010368.202
SS-022962,33.81,REED AV,OLIVER CT,MISSION BL,309.2553,40,Residential,AC Improved,12370.212,Poor,418236.8677
SS-022964,43.30,REED AV,BEGIN,OLIVER CT,91.2142,40,Residential,AC Improved,3648.568,Fair,157982.9944
SS-022965,60.71,REED AV,BAYARD ST,CASS ST,582.816,40,Residential,PCC Jointed Concrete,23312.64,Fair,1415403.625
SS-022966,52.34,REED AV,MISSION BL,BAYARD ST,580.6319,40,Residential,PCC Jointed Concrete,23225.276,Fair,1215518.045
SS-022967,83.20,REEDLEY TR,SWORD WY,END,475.2504,30,Residential,AC Improved,14257.512,Good,1186224.998
SS-022968,91.73,REEF DR,PALM (SB) AV,MAGELLAN ST,202.9906,36,Residential,AC Improved,7307.6616,Good,670346.4139
SS-022969,93.26,REEF DR,MAGELLAN ST,PITCAIRN ST,264.3679,36,Residential,AC Improved,9517.2444,Good,887559.1783
SS-022970,91.91,REEF DR,PITCAIRN ST,VIA PAPEETE,277.2205,36,Residential,AC Improved,9979.938,Good,917236.1417
SS-022971,92.88,REEF DR,VIA PAPEETE,ORCHID WY,1456.5953,36,Residential,AC Improved,52437.4308,Good,4870598.322
SS-022972,91.85,REEF DR,ORCHID WY,HAWAII AV,245.3638,36,Residential,AC Improved,8833.0968,Good,811337.6073
SS-022973,84.97,REFLECTION DR,AMBROSIA DR,AMBROSIA DR,1932.9706,40,Residential,AC Improved,77318.824,Good,6569935.113
SS-022974,54.13,REGALO LN,BERNARDO VISTA DR,GRACIOSA RD,1343.0715,32,Prime,AC Improved,42978.288,Fair,2326328.773
SS-022975,65.20,REGALO LN,BERNARDO CENTER DR,BERNARDO VISTA DR,192.5098,32,Prime,AC Improved,6160.3136,Fair,401652.4467
SS-022976,57.35,REGENCY RD,BEGIN,GALAHAD RD,132.0001,30,Residential,AC Improved,3960.003,Fair,227114.0921
SS-022977,74.79,REGENCY RD,GALAHAD RD,END,388.0012,30,Residential,AC Improved,11640.036,Good,870581.5725
SS-022978,42.40,REGENTS RD,EXECUTIVE DR,EASTGATE ML,660.5394,58,Major,AC Improved,38311.2852,Fair,1624475.115
SS-022979,90.42,REGENTS RD,MAHAILA AV,LA JOLLA VILLAGE DR,677.2604,80,Prime,AC Improved,54180.832,Good,4898814.106
SS-022980,91.25,REGENTS RD,CRYSTAL DAWN LN,MAHAILA AV,421.6684,75,Prime,AC Improved,31625.13,Good,2885856.363
SS-022981,87.93,REGENTS RD,NOBEL DR,CRYSTAL DAWN LN,379.3832,75,Prime,AC Improved,28453.74,Good,2501937.358
SS-022982,92.20,REGENTS RD,BERINO CT,NOBEL DR,1686.2312,75,Prime,AC Improved,126467.34,Good,11660288.75
SS-022983,92.61,REGENTS RD,ARRIBA ST,BERINO CT,920.179,75,Prime,AC Improved,69013.425,Good,6391333.289
SS-022984,64.86,REGENTS RD,PORTE DE MERANO,ARRIBA ST,408.6746,72,Major,AC Improved,29424.5712,Fair,1908536.537
SS-022985,89.20,REGENTS RD,MILLIKIN AV,LAHITTE CT,548.9824,82,Major,AC Improved,45016.5568,Good,4015296.8
SS-022986,92.26,REGENTS RD,GOVERNOR DR,MILLIKIN AV,829.792,32,Major,AC Improved,26553.344,Good,2449811.517
SS-022987,29.25,REGENTS RD,EASTGATE ML,GENESEE AV,1480.5257,40,Major,AC Improved,59221.028,Poor,1732451.953
SS-022988,71.86,REGENTS RD,LA JOLLA VILLAGE DR,EXECUTIVE DR,1305.4345,68,Major,AC Improved,88769.546,Good,6379334.654
SS-022989,67.66,REGENTS RD,BEGIN,PORTE DE MERANO,895,82,Major,AC Improved,73390,Fair,4965714.18
SS-022990,91.67,REGENTS RD,PENNANT WY,GOVERNOR DR,2116.0574,72,Major,AC Improved,152356.1328,Good,13965877.27
SS-022991,86.26,REGENTS RD,CLAIREMONT MESA BL,PENNANT WY,5850.3214,64,Major,AC Improved,374420.5696,Good,32297518.33
SS-022992,36.53,REGINA AV,BEGIN,LIMERICK AV,267.4416,36,Residential,AC Improved,9627.8976,Poor,351745.6109
SS-022993,71.67,REGIS AV,LINFIELD AV,DEL CERRO BL,735.1277,36,Residential,AC Improved,26464.5972,Good,1896664.752
SS-022994,91.00,REGLA CT,VIA REGLA,END,132.6387,30,Residential,AC Improved,3979.161,Good,362103.651
SS-022995,24.52,REGNER CT,BEGIN,REGNER RD,208.7219,30,Residential,AC Improved,6261.657,Poor,153535.8296
SS-022996,65.75,REGNER RD,COWLES MTN BL,BARKER WY,294.8219,40,Residential,AC Improved,11792.876,Fair,775381.597
SS-022997,87.60,REGNER RD,BALLINGER AV,COWLES MTN BL,270.5422,40,Residential,AC Improved,10821.688,Good,948001.5122
SS-022998,81.65,REGNER RD,HARWELL DR,BALLINGER AV,424.7219,40,Residential,AC Improved,16988.876,Good,1387107.748
SS-022999,83.70,REGNER RD,GAIN DR,HARWELL DR,271.5306,40,Residential,AC Improved,10861.224,Good,909041.0039
SS-023000,82.54,REGNER RD,JACKIE DR,GAIN DR,263.7975,40,Residential,AC Improved,10551.9,Good,870953.826
SS-023001,84.65,REGNER RD,HIGHWOOD DR,JACKIE DR,573.5896,40,Residential,AC Improved,22943.584,Good,1942082.611
SS-023002,60.44,REGNER RD,REGNER CT,HIGHWOOD DR,318.9622,40,Residential,AC Improved,12758.488,Fair,771071.9808
SS-023003,58.83,REGNER RD,HUDSON DR,REGNER CT,134.2577,40,Residential,AC Improved,5370.308,Fair,315924.479
SS-023004,74.62,REGULUS ST,MINDEN DR,BABETTE ST,892.1649,36,Residential,AC Improved,32117.9364,Good,2396768.886
SS-023005,31.82,REHCO RD,CARROLL RD,END,2089.4021,44,Major,AC Improved,91933.6924,Poor,2925146.225
SS-023006,51.54,REHCO RD,BEGIN,CARROLL RD,562.0141,44,Local,AC Improved,24728.6204,Fair,1274612.01
SS-023007,69.07,REKLOW DR,IRIS AV,CLAIRTON PL,494.6777,36,Local,AC Improved,17808.3972,Fair,1229954.761
SS-023008,91.60,RELINDO CT,BENDITO DR,RELINDO DR,125.0037,30,Residential,AC Improved,3750.111,Good,343510.1676
SS-023009,80.94,RELINDO DR,RELINDO CT,GABARDA RD,379.7348,30,Residential,AC Improved,11392.044,Good,922094.8254
SS-023010,72.35,REMINGTON RD,SAXON ST,REDDING RD,257.2449,40,Residential,AC Improved,10289.796,Good,744425.5814
SS-023011,67.82,REMINGTON RD,DROVER DR,SAXON ST,670.4362,40,Residential,AC Improved,26817.448,Fair,1818705.688
SS-023012,61.87,REMINGTON RD,REDDING RD,HEWLETT DR,364.876,40,Residential,AC Improved,14595.04,Fair,902965.9347
SS-023013,58.97,REMINGTON RD,HEWLETT DR,55TH ST,1421.0843,40,Collector,AC Improved,56843.372,Fair,3352053.647
SS-023015,100.00,REMLEY PL,BEGIN,ROMERO CT,290.0689,15,Residential,PCC Jointed Concrete,4351.0335,Good,435103.35
SS-023016,85.00,REMORA ST,SANTO RD,GABACHO DR,190.5388,27,Residential,AC Improved,5144.5476,Good,437286.546
SS-023017,70.19,RENAISSANCE AV,FIORE TR,GOLDEN HAVEN DR,375.331,92,Residential,AC Improved,34530.452,Good,2423623.365
SS-023019,83.11,RENAISSANCE AV,TOSCANA WY,FIORE TR,471.6188,92,Residential,AC Improved,43388.9296,Good,3606140.717
SS-023020,64.78,RENAISSANCE AV,SHORELINE DR,TOSCANA WY,835.0535,112,Residential,AC Improved,93525.992,Fair,6058239.658
SS-023021,65.83,RENAISSANCE AV,TOWNE CENTRE DR,CALABRIA CT,940.7199,92,Residential,AC Improved,86546.2308,Fair,5697165.281
SS-023022,66.26,RENATO ST,ROSY AV,ELLINGHAM ST,688.4511,36,Residential,AC Improved,24784.2396,Fair,1642104.579
SS-023023,78.20,RENATO ST,ZEMKE AV,ROSY AV,200.1971,36,Residential,AC Improved,7207.0956,Good,563566.0475
SS-023024,71.67,RENATO ST,TWIN TRAILS DR,ZEMKE AV,858.7936,36,Residential,AC Improved,30916.5696,Good,2215728.71
SS-023025,78.87,RENAULT PL,HONORS DR,RENAULT ST,263.3877,36,Residential,AC Improved,9481.9572,Good,747860.9283
SS-023026,87.94,RENAULT PL,RENAULT ST,END,342.6994,30,Residential,AC Improved,10280.982,Good,904150.681
SS-023027,79.04,RENAULT ST,RENAULT WY,END,154.7025,30,Residential,AC Improved,4641.075,Good,366812.0037
SS-023028,80.35,RENAULT ST,RENAULT PL,RENAULT WY,892.9518,36,Residential,AC Improved,32146.2648,Good,2583016.669
SS-023029,85.41,RENAULT WY,RENAULT ST,FRIED AV,277.4398,36,Residential,AC Improved,9987.8328,Good,853080.7751
SS-023030,95.00,RENAULT WY,BEGIN,RENAULT ST,111.2266,30,Residential,AC Improved,3336.798,Good,316995.81
SS-023031,77.67,RENE CT,BEGIN,RENE DR,258.4456,30,Residential,AC Improved,7753.368,Good,602204.0926
SS-023032,83.78,RENE DR,KEDZIE AV,RENE CT,269.4543,36,Residential,AC Improved,9700.3548,Good,812734.5266
SS-023033,37.04,RENE DR,PICCARD AV,RALPH WY,1219.0436,36,Residential,AC Improved,43885.5696,Poor,1625697.04
SS-023034,83.64,RENE DR,RENE CT,KOSTNER DR,214.5812,36,Residential,AC Improved,7724.9232,Good,646112.5764
SS-023035,61.65,RENEX PL,ACUNA ST,END,486.7602,30,Residential,AC Improved,14602.806,Fair,900292.1955
SS-023036,63.76,RENKRIB AV,BOULDER LAKE AV,COLESHILL DR,1065.3805,36,Residential,AC Improved,38353.698,Fair,2445431.784
SS-023037,75.63,RENKRIB AV,MINERAL DR,BOULDER LAKE AV,258.3798,36,Residential,AC Improved,9301.6728,Good,703522.7206
SS-023038,98.67,RENKRIB AV,BARDONIA ST,MINERAL DR,256.2049,36,Residential,AC Improved,9223.3764,Good,910052.1026
SS-023039,68.90,RENKRIB AV,WHELAN DR,BARDONIA ST,261.8415,36,Residential,AC Improved,9426.294,Fair,649471.6566
SS-023040,88.30,RENKRIB AV,HUDSON DR,WHELAN DR,512.4099,36,Residential,AC Improved,18446.7564,Good,1628848.59
SS-023041,75.38,RENKRIB AV,BEGIN,HUDSON DR,217.3594,36,Residential,AC Improved,7824.9384,Good,589812.5568
SS-023042,73.63,RENO DR,UNIVERSITY AV,ESTRELLA AV,858.4163,30,Residential,AC Improved,25752.489,Good,1896155.765
SS-023043,82.64,RENOVO WY,SEDA DR,SEDA DR,1263.6592,32,Residential,AC Improved,40437.0944,Good,3341802.355
SS-023044,70.46,RENOWN DR,MAURY DR,VERLANE DR,965.1438,36,Residential,AC Improved,34745.1768,Good,2448006.177
SS-023045,53.88,RENOWN DR,VERLANE DR,TOMMY DR,260.048,36,Residential,AC Improved,9361.728,Fair,504428.6281
SS-023046,98.00,REO CT,BEGIN,REO DR,186.5986,30,Residential,AC Improved,5597.958,Good,548599.884
SS-023047,84.82,REO DR,OLIVE AV,REO CT,359.1979,64,Collector,AC Improved,22988.6656,Good,1949990.571
SS-023048,93.52,REO DR,PLUMAS ST,OLIVE AV,372.3684,64,Collector,AC Improved,23831.5776,Good,2228824.463
SS-023049,67.61,REO DR,CITY BOUNDARY,PLUMAS ST,138.2612,64,Residential,AC Improved,8848.7168,Fair,598244.0454
SS-023050,82.41,REO DR,REO CT,ALTAMONT DR,395.2092,64,Collector,AC Improved,25293.3888,Good,2084529.345
SS-023051,90.44,REO DR,ALTAMONT DR,ALLEGHANY ST,435.0288,64,Collector,AC Improved,27841.8432,Good,2518016.299
SS-023052,73.73,REO DR,ALLEGHANY ST,BOLIVAR ST,149.4023,28,Collector,AC Improved,4183.2644,Good,308423.7177
SS-023053,68.47,REO DR,BOLIVAR ST,POTOMAC ST,284.8718,28,Collector,AC Improved,7976.4104,Fair,546176.7257
SS-023054,73.91,REO DR,POTOMAC ST,ALBEMARLE ST,675.2549,28,Collector,AC Improved,18907.1372,Good,1397426.51
SS-023055,75.75,REO DR,ALBEMARLE ST,CUMBERLAND ST,671.8408,60,Collector,AC Improved,40310.448,Good,3053677.678
SS-023056,64.43,REO DR,CUMBERLAND ST,WINCHESTER ST,677.4074,28,Collector,AC Improved,18967.4072,Fair,1222107.981
SS-023057,92.24,REO DR,WINCHESTER ST,ROANOKE ST,344,65,Collector,AC Improved,22360,Good,2062396.96
SS-023058,83.67,REO DR,ROANOKE ST,RANCHO HILLS DR,349,65,Collector,AC Improved,22685,Good,1898099.32
SS-023059,87.10,REO DR,RANCHO HILLS DR,BANBURY ST,631,65,Collector,AC Improved,41015,Good,3572570.56
SS-023060,77.47,REO DR,BANBURY ST,REO PL,251.641,64,Collector,AC Improved,16105.024,Good,1247720.629
SS-023061,84.04,REO DR,REO TR,TONAWANDA DR,268,70,Major,AC Improved,18760,Good,1576665.44
SS-023062,85.39,REO DR,REO PL,REO TR,2025,65,Major,AC Improved,131625,Good,11238932.25
SS-023063,65.56,REO DR,MARMIL WY,CITY BOUNDARY,644.1731,64,Collector,AC Improved,41227.0784,Fair,2702764.806
SS-023064,78.99,REO PL,REO DR,END,292.6683,30,Residential,AC Improved,8780.049,Good,693536.0705
SS-023065,88.60,REO TR,BEGIN,REO DR,440,34,Residential,AC Improved,14960,Good,1325456
SS-023066,79.74,REPECHO DR,ANTIGUA BL,CLAIREMONT MESA BL,1054.2564,40,Residential,AC Improved,42170.256,Good,3362824.894
SS-023067,63.48,REPUBLIC ST,WEAVER ST,TOOLEY ST,3088.0845,36,Local,AC Improved,111171.042,Fair,7056915.404
SS-023068,88.80,RESERVOIR CT,RESERVOIR DR,END,125.3728,50,Residential,AC Improved,6268.64,Good,556655.232
SS-023069,66.90,RESERVOIR DR,RESERVOIR CT,RESERVOIR LN,916.2615,40,Collector,AC Improved,36650.46,Fair,2451769.172
SS-023070,81.30,RESERVOIR DR,MONTEZUMA RD,RESERVOIR CT,519.6763,40,Collector,AC Improved,20787.052,Good,1689904.179
SS-023071,71.35,RESERVOIR DR,RESERVOIR LN,ALVARADO RD,1637.2496,40,Collector,AC Improved,65489.984,Good,4672972.318
SS-023072,82.22,RESERVOIR LN,RESERVOIR DR,END,625.2723,28,Residential,AC Improved,17507.6244,Good,1439441.863
SS-023073,83.08,RETAHEIM WY,ELECTRIC AV,DOWLING DR,473.6771,30,Residential,PCC Jointed Concrete,14210.313,Good,1180592.804
SS-023074,89.00,RETRATO CT,BEGIN,PALLON WY,247.4904,30,Local,AC Improved,7424.712,Good,660799.368
SS-023075,90.20,REVELLE DR,LA JOLLA VISTA DR,WOODFORD DR,254.1806,36,Residential,AC Improved,9150.5016,Good,825375.2443
SS-023076,86.07,REVELLE DR,BEGIN,LA JOLLA VISTA DR,1111.5147,28,Residential,AC Improved,31122.4116,Good,2678768.211
SS-023077,54.42,REVELSTOKE TR,REVELSTOKE WY,END,150.1633,30,Residential,AC Improved,4504.899,Fair,245156.6036
SS-023078,65.16,REVELSTOKE WY,REVELSTOKE TR,MENKAR RD,288.2673,40,Major,AC Improved,11530.692,Fair,751316.8293
SS-023079,67.22,REVELSTOKE WY,SMITHERS CT,REVELSTOKE TR,1066.5555,40,Major,AC Improved,42662.22,Fair,2867839.753
SS-023080,43.04,REVELSTOKE WY,BOOTES ST,SMITHERS CT,566.0977,40,Major,AC Improved,22643.908,Fair,974503.2247
SS-023081,64.53,REVENA ST,BIOLA AV,ALOSTA ST,311.7678,36,Residential,AC Improved,11223.6408,Fair,724261.5408
SS-023082,55.67,REVENA ST,ALOSTA ST,WARDLOW AV,255.008,36,Residential,AC Improved,9180.288,Fair,511066.633
SS-023083,54.50,REVENA ST,WARDLOW AV,KATELLA ST,285.8916,36,Residential,AC Improved,10292.0976,Fair,560898.735
SS-023085,59.89,REVILLO DR,REVILLO WY,END,291.3501,30,Residential,AC Improved,8740.503,Fair,523468.7247
SS-023086,38.44,REVILLO DR,LERIDA DR,REVILLO WY,793.2467,30,Residential,AC Improved,23797.401,Poor,914772.0944
SS-023087,35.10,REVILLO DR,ROLANDO BL,LERIDA DR,398.9995,30,Residential,AC Improved,11969.985,Poor,420146.4735
SS-023088,31.27,REVILLO DR,MALCOLM DR,ROLANDO BL,289.5535,30,Residential,AC Improved,8686.605,Poor,271630.1384
SS-023089,56.74,REVILLO WY,REVILLO DR,END,880.3366,30,Residential,AC Improved,26410.098,Fair,1498508.961
SS-023090,98.00,REX AV,BEGIN,52ND ST,269.5789,30,Residential,AC Improved,8087.367,Good,792561.966
SS-023091,87.80,REX AV,52ND ST,SHILOH RD,648.2776,30,Residential,AC Improved,19448.328,Good,1707602.095
SS-023092,87.10,REX AV,SHILOH RD,END,510.5652,30,Residential,AC Improved,15316.956,Good,1334137.502
SS-023093,75.75,REXFORD DR,GATEWAY DR,CRENSHAW ST,1325.4468,36,Local,AC Improved,47716.0848,Good,3614684.288
SS-023094,94.88,REXVIEW DR,BENSON AV,MADRONE AV,1389.6502,36,Residential,AC Improved,50027.4072,Good,4746700.45
SS-023095,89.59,REYNARD WY,TORRANCE ST,GOLDFINCH ST,395.947,60,Collector,AC Improved,23756.82,Good,2128325.99
SS-023097,91.15,REYNARD WY,FALCON ST,W BROOKES AV,371.1739,60,Collector,AC Improved,22270.434,Good,2029905.518
SS-023099,88.68,REYNARD WY,CURLEW ST,FALCON ST,718.729,60,Collector,AC Improved,43123.74,Good,3824127.016
SS-023100,87.22,REYNARD WY,EAGLE ST,CURLEW ST,508,60,Collector,AC Improved,30480,Good,2658587.52
SS-023101,70.38,REYNARD WY,W REDWOOD ST,EAGLE ST,679.507,60,Collector,AC Improved,40770.42,Good,2869259.078
SS-023102,73.41,REYNARD WY,EAGLE ST,W REDWOOD ST,175.0028,60,Collector,AC Improved,10500.168,Good,770796.3325
SS-023104,68.72,REYNARD WY,ARROYO DR,EAGLE ST,1714.1242,60,Collector,AC Improved,102847.452,Fair,7067471.207
SS-023107,60.08,REYNARD WY,STATE ST,ARROYO DR,100.0001,60,Collector,AC Improved,6000.006,Fair,360480.3605
SS-023108,94.04,REYNARD WY,W BROOKES AV,TORRANCE ST,407.6841,60,Collector,AC Improved,24461.046,Good,2300316.766
SS-023109,29.74,REYNOLDS ST,PALIN ST,COBAN ST,942.9019,36,Residential,AC Improved,33944.4684,Poor,1009508.49
SS-023110,96.00,REYNOLDS ST,S 49TH ST,S WILLIE JAMES JONES AV,475.0095,36,Residential,AC Improved,17100.342,Good,1641632.832
